content,label
"Điều 14. Người đại diện theo ủy quyền của chủ sở hữu, thành viên, cổ đông công ty là tổ chức. 1. Người đại diện theo ủy quyền của chủ sở hữu, thành viên, cổ đông công ty là tổ chức phải là cá nhân được ủy quyền bằng văn bản nhân danh chủ sở hữu, thành viên, cổ đông đó thực hiện quyền và nghĩa vụ theo quy định của Luật này. 2. Trường hợp Điều lệ công ty không có quy định khác thì việc cử người đại diện theo ủy quyền thực hiện theo quy định sau đây: a) Tổ chức là thành viên công ty trách nhiệm hữu hạn hai thành viên trở lên có sở hữu ít nhất 35% vốn điều lệ có thể ủy quyền tối đa 03 người đại diện theo ủy quyền; b) Tổ chức là cổ đông công ty cổ phần có sở hữu ít nhất 10% tổng số cổ phần phổ thông có thể ủy quyền tối đa 03 người đại diện theo ủy quyền. 3. Trường hợp chủ sở hữu, thành viên, cổ đông công ty là tổ chức cử nhiều người đại diện theo ủy quyền thì phải xác định cụ thể phần vốn góp, số cổ phần cho mỗi người đại diện theo ủy quyền. Trường hợp chủ sở hữu, thành viên, cổ đông công ty không xác định phần vốn góp, số cổ phần tương ứng cho mỗi người đại diện theo ủy quyền thì phần vốn góp, số cổ phần sẽ được chia đều cho tất cả người đại diện theo ủy quyền. 4. Văn bản cử người đại diện theo ủy quyền phải được thông báo cho công ty và chỉ có hiệu lực đối với công ty kể từ ngày công ty nhận được văn bản. Văn bản cử người đại diện theo ủy quyền phải bao gồm các nội dung chủ yếu sau đây: a) Tên, mã số doanh nghiệp, địa chỉ trụ sở chính của chủ sở hữu, thành viên, cổ đông; b) Số lượng người đại diện theo ủy quyền và tỷ lệ sở hữu cổ phần, phần vốn góp tương ứng của mỗi người đại diện theo ủy quyền; c) Họ, tên, địa chỉ liên lạc, quốc tịch, số giấy tờ pháp lý của cá nhân từng người đại diện theo ủy quyền; d) Thời hạn ủy quyền tương ứng của từng người đại diện theo ủy quyền; trong đó ghi rõ ngày bắt đầu được đại diện; đ) Họ, tên, chữ ký của người đại diện theo pháp luật của chủ sở hữu, thành viên, cổ đông và của người đại diện theo ủy quyền. 5. Người đại diện theo ủy quyền phải có các tiêu chuẩn và điều kiện sau đây: a) Không thuộc đối tượng quy định tại khoản 2 Điều 17 của Luật này; b) Thành viên, cổ đông là doanh nghiệp nhà nước theo quy định tại điểm b khoản 1 Điều 88 của Luật này không được cử người có quan hệ gia đình của người quản lý công ty và của người có thẩm quyền bổ nhiệm người quản lý công ty làm người đại diện tại công ty khác; c) Tiêu chuẩn và điều kiện khác do Điều lệ công ty quy định.",LUẬT DOANH NGHIỆP
"Điều 15. Trách nhiệm của người đại diện theo ủy quyền của chủ sở hữu, thành viên, cổ đông công ty là tổ chức. 1. Người đại diện theo ủy quyền nhân danh chủ sở hữu, thành viên, cổ đông công ty thực hiện quyền và nghĩa vụ của chủ sở hữu, thành viên, cổ đông tại Hội đồng thành viên, Đại hội đồng cổ đông theo quy định của Luật này. Mọi hạn chế của chủ sở hữu, thành viên, cổ đông đối với người đại diện theo ủy quyền trong việc thực hiện quyền, nghĩa vụ của chủ sở hữu, thành viên, cổ đông công ty tương ứng tại Hội đồng thành viên, Đại hội đồng cổ đông đều không có hiệu lực đối với bên thứ ba. 2. Người đại diện theo ủy quyền có trách nhiệm tham dự đầy đủ cuộc họp Hội đồng thành viên, Đại hội đồng cổ đông; thực hiện quyền và nghĩa vụ được ủy quyền một cách trung thực, cẩn trọng, tốt nhất, bảo vệ lợi ích hợp pháp của chủ sở hữu, thành viên, cổ đông cử đại diện. 3. Người đại diện theo ủy quyền chịu trách nhiệm trước chủ sở hữu, thành viên, cổ đông cử đại diện do vi phạm trách nhiệm quy định tại Điều này. Chủ sở hữu, thành viên, cổ đông cử đại diện chịu trách nhiệm trước bên thứ ba đối với trách nhiệm phát sinh liên quan đến quyền và nghĩa vụ được thực hiện thông qua người đại diện theo ủy quyền.",LUẬT DOANH NGHIỆP
"Điều 16. Các hành vi bị nghiêm cấm. 1. Cấp hoặc từ chối cấp Giấy chứng nhận đăng ký doanh nghiệp, yêu cầu người thành lập doanh nghiệp nộp thêm giấy tờ khác trái với quy định của Luật này; gây chậm trễ, phiền hà, cản trở, sách nhiễu người thành lập doanh nghiệp và hoạt động kinh doanh của doanh nghiệp. 2. Ngăn cản chủ sở hữu, thành viên, cổ đông của doanh nghiệp thực hiện quyền, nghĩa vụ theo quy định của Luật này và Điều lệ công ty. 3. Hoạt động kinh doanh dưới hình thức doanh nghiệp mà không đăng ký hoặc tiếp tục kinh doanh khi đã bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp hoặc doanh nghiệp đang bị tạm dừng hoạt động kinh doanh. 4. Kê khai không trung thực, không chính xác nội dung hồ sơ đăng ký doanh nghiệp và nội dung hồ sơ đăng ký thay đổi nội dung đăng ký doanh nghiệp. 5. Kê khai khống vốn điều lệ, không góp đủ số vốn điều lệ như đã đăng ký; cố ý định giá tài sản góp vốn không đúng giá trị. 6. Kinh doanh các ngành, nghề cấm đầu tư kinh doanh; kinh doanh ngành, nghề chưa được tiếp cận thị trường đối với nhà đầu tư nước ngoài; kinh doanh ngành, nghề đầu tư kinh doanh có điều kiện khi chưa đủ điều kiện kinh doanh theo quy định của pháp luật hoặc không bảo đảm duy trì đủ điều kiện đầu tư kinh doanh trong quá trình hoạt động. 7. Lừa đảo, rửa tiền, tài trợ khủng bố.",LUẬT DOANH NGHIỆP
"Điều 17. Quyền thành lập, góp vốn, mua cổ phần, mua phần vốn góp và quản lý doanh nghiệp. 1. Tổ chức, cá nhân có quyền thành lập và quản lý doanh nghiệp tại Việt Nam theo quy định của Luật này, trừ trường hợp quy định tại khoản 2 Điều này. 2. Tổ chức, cá nhân sau đây không có quyền thành lập và quản lý doanh nghiệp tại Việt Nam: a) Cơ quan nhà nước, đơn vị lực lượng vũ trang nhân dân sử dụng tài sản nhà nước để thành lập doanh nghiệp kinh doanh thu lợi riêng cho cơ quan, đơn vị mình;b) Cán bộ, công chức, viên chức theo quy định của Luật Cán bộ, công chức và Luật Viên chức; c) Sĩ quan, hạ sĩ quan, quân nhân chuyên nghiệp, công nhân, viên chức quốc phòng trong các cơ quan, đơn vị thuộc Quân đội nhân dân Việt Nam; sĩ quan, hạ sĩ quan chuyên nghiệp, công nhân công an trong các cơ quan, đơn vị thuộc Công an nhân dân Việt Nam, trừ người được cử làm đại diện theo ủy quyền để quản lý phần vốn góp của Nhà nước tại doanh nghiệp hoặc quản lý tại doanh nghiệp nhà nước; d) Cán bộ lãnh đạo, quản lý nghiệp vụ trong doanh nghiệp nhà nước theo quy định tại điểm a khoản 1 Điều 88 của Luật này, trừ người được cử làm đại diện theo ủy quyền để quản lý phần vốn góp của Nhà nước tại doanh nghiệp khác; đ) Người chưa thành niên; người bị hạn chế năng lực hành vi dân sự; người bị mất năng lực hành vi dân sự; người có khó khăn trong nhận thức, làm chủ hành vi; tổ chức không có tư cách pháp nhân; e) Người đang bị truy cứu trách nhiệm hình sự, bị tạm giam, đang chấp hành hình phạt tù, đang chấp hành biện pháp xử lý hành chính tại cơ sở cai nghiện bắt buộc, cơ sở giáo dục bắt buộc hoặc đang bị Tòa án cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định; các trường hợp khác theo quy định của Luật Phá sản, Luật Phòng, chống tham nhũng. Trường hợp Cơ quan đăng ký kinh doanh có yêu cầu, người đăng ký thành lập doanh nghiệp phải nộp Phiếu lý lịch tư pháp cho Cơ quan đăng ký kinh doanh; g) Tổ chức là pháp nhân thương mại bị cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định theo quy định của Bộ luật Hình sự. 3. Tổ chức, cá nhân có quyền góp vốn, mua cổ phần, mua phần vốn góp vào công ty cổ phần, công ty trách nhiệm hữu hạn, công ty hợp danh theo quy định của Luật này, trừ trường hợp sau đây: a) Cơ quan nhà nước, đơn vị lực lượng vũ trang nhân dân sử dụng tài sản nhà nước góp vốn vào doanh nghiệp để thu lợi riêng cho cơ quan, đơn vị mình; b) Đối tượng không được góp vốn vào doanh nghiệp theo quy định của Luật Cán bộ, công chức, Luật Viên chức, Luật Phòng, chống tham nhũng. 4. Thu lợi riêng cho cơ quan, đơn vị mình quy định tại điểm a khoản 2 và điểm a khoản 3 Điều này là việc sử dụng thu nhập dưới mọi hình thức có được từ hoạt động kinh doanh, từ góp vốn, mua cổ phần, mua phần vốn góp vào một trong các mục đích sau đây: a) Chia dưới mọi hình thức cho một số hoặc tất cả những người quy định tại điểm b và điểm c khoản 2 Điều này; b) Bổ sung vào ngân sách hoạt động của cơ quan, đơn vị trái với quy định của pháp luật về ngân sách nhà nước; c) Lập quỹ hoặc bổ sung vào quỹ phục vụ lợi ích riêng của cơ quan, đơn vị.",LUẬT DOANH NGHIỆP
"Điều 18. Hợp đồng trước đăng ký doanh nghiệp. 1. Người thành lập doanh nghiệp được ký hợp đồng phục vụ cho việc thành lập và hoạt động của doanh nghiệp trước và trong quá trình đăng ký doanh nghiệp. 2. Trường hợp được cấp Giấy chứng nhận đăng ký doanh nghiệp, doanh nghiệp phải tiếp tục thực hiện quyền và nghĩa vụ phát sinh từ hợp đồng đã ký kết quy định tại khoản 1 Điều này và các bên phải thực hiện việc chuyển giao quyền, nghĩa vụ theo hợp đồng theo quy định của Bộ luật Dân sự, trừ trường hợp trong hợp đồng có thỏa thuận khác. 3. Trường hợp doanh nghiệp không được cấp Giấy chứng nhận đăng ký doanh nghiệp, người ký kết hợp đồng theo quy định tại khoản 1 Điều này chịu trách nhiệm thực hiện hợp đồng; trường hợp có người khác tham gia thành lập doanh nghiệp thì cùng liên đới chịu trách nhiệm thực hiện hợp đồng đó.",LUẬT DOANH NGHIỆP
Điều 19. Hồ sơ đăng ký doanh nghiệp tư nhân. 1. Giấy đề nghị đăng ký doanh nghiệp. 2. Bản sao giấy tờ pháp lý của cá nhân đối với chủ doanh nghiệp tư nhân.,LUẬT DOANH NGHIỆP
Điều 20. Hồ sơ đăng ký công ty hợp danh. 1. Giấy đề nghị đăng ký doanh nghiệp. 2. Điều lệ công ty. 3. Danh sách thành viên. 4. Bản sao giấy tờ pháp lý của cá nhân đối với thành viên. 5. Bản sao Giấy chứng nhận đăng ký đầu tư đối với nhà đầu tư nước ngoài theo quy định của Luật Đầu tư,LUẬT DOANH NGHIỆP
"Điều 21. Hồ sơ đăng ký công ty trách nhiệm hữu hạn. 1. Giấy đề nghị đăng ký doanh nghiệp. 2. Điều lệ công ty. 3. Danh sách thành viên. 4. Bản sao các giấy tờ sau đây: a) Giấy tờ pháp lý của cá nhân đối với thành viên là cá nhân, người đại diện theo pháp luật; b) Giấy tờ pháp lý của tổ chức đối với thành viên là tổ chức và văn bản cử người đại diện theo ủy quyền; giấy tờ pháp lý của cá nhân đối với người đại diện theo ủy quyền của thành viên là tổ chức. Đối với thành viên là tổ chức nước ngoài thì bản sao giấy tờ pháp lý của tổ chức phải được hợp pháp hóa lãnh sự; c) Giấy chứng nhận đăng ký đầu tư đối với nhà đầu tư nước ngoài theo quy định của Luật Đầu tư.",LUẬT DOANH NGHIỆP
"Điều 22. Hồ sơ đăng ký công ty cổ phần. 1. Giấy đề nghị đăng ký doanh nghiệp. 2. Điều lệ công ty. 3. Danh sách cổ đông sáng lập; danh sách cổ đông là nhà đầu tư nước ngoài. 4. Bản sao các giấy tờ sau đây: a) Giấy tờ pháp lý của cá nhân đối với cổ đông sáng lập và cổ đông là nhà đầu tư nước ngoài là cá nhân, người đại diện theo pháp luật; b) Giấy tờ pháp lý của tổ chức đối với cổ đông là tổ chức và văn bản cử người đại diện theo ủy quyền; giấy tờ pháp lý của cá nhân đối với người đại diện theo ủy quyền của cổ đông sáng lập và cổ đông là nhà đầu tư nước ngoài là tổ chức. Đối với cổ đông là tổ chức nước ngoài thì bản sao giấy tờ pháp lý của tổ chức phải được hợp pháp hóa lãnh sự; c) Giấy chứng nhận đăng ký đầu tư đối với nhà đầu tư nước ngoài theo quy định của Luật Đầu tư.",LUẬT DOANH NGHIỆP
"Điều 23. Nội dung giấy đề nghị đăng ký doanh nghiệp. Giấy đề nghị đăng ký doanh nghiệp bao gồm các nội dung chủ yếu sau đây: 1. Tên doanh nghiệp; 2. Địa chỉ trụ sở chính của doanh nghiệp, số điện thoại; số fax, thư điện tử (nếu có); 3. Ngành, nghề kinh doanh; 4. Vốn điều lệ; vốn đầu tư của chủ doanh nghiệp tư nhân; 5. Các loại cổ phần, mệnh giá mỗi loại cổ phần và tổng số cổ phần được quyền chào bán của từng loại cổ phần đối với công ty cổ phần; 6. Thông tin đăng ký thuế; 7. Số lượng lao động dự kiến; 8. Họ, tên, chữ ký, địa chỉ liên lạc, quốc tịch, thông tin giấy tờ pháp lý của cá nhân đối với chủ doanh nghiệp tư nhân và thành viên hợp danh của công ty hợp danh; 9. Họ, tên, chữ ký, địa chỉ liên lạc, quốc tịch, thông tin giấy tờ pháp lý của cá nhân đối với người đại diện theo pháp luật của công ty trách nhiệm hữu hạn, công ty cổ phần.",LUẬT DOANH NGHIỆP
"Điều 24. Điều lệ công ty. 1. Điều lệ công ty bao gồm Điều lệ khi đăng ký doanh nghiệp và Điều lệ được sửa đổi, bổ sung trong quá trình hoạt động. 2. Điều lệ công ty bao gồm các nội dung chủ yếu sau đây: a) Tên, địa chỉ trụ sở chính của công ty; tên, địa chỉ chi nhánh và văn phòng đại diện (nếu có); b) Ngành, nghề kinh doanh; c) Vốn điều lệ; tổng số cổ phần, loại cổ phần và mệnh giá từng loại cổ phần đối với công ty cổ phần; d) Họ, tên, địa chỉ liên lạc, quốc tịch của thành viên hợp danh đối với công ty hợp danh; của chủ sở hữu công ty, thành viên đối với công ty trách nhiệm hữu hạn; của cổ đông sáng lập đối với công ty cổ phần. Phần vốn góp và giá trị vốn góp của mỗi thành viên đối với công ty trách nhiệm hữu hạn và công ty hợp danh. Số cổ phần, loại cổ phần, mệnh giá từng loại cổ phần của cổ đông sáng lập đối với công ty cổ phần; đ) Quyền và nghĩa vụ của thành viên đối với công ty trách nhiệm hữu hạn, công ty hợp danh; của cổ đông đối với công ty cổ phần; e) Cơ cấu tổ chức quản lý; g) Số lượng, chức danh quản lý và quyền, nghĩa vụ của người đại diện theo pháp luật của doanh nghiệp; phân chia quyền và nghĩa vụ của người đại diện theo pháp luật trong trường hợp công ty có nhiều hơn một người đại diện theo pháp luật; h) Thể thức thông qua quyết định của công ty; nguyên tắc giải quyết tranh chấp nội bộ; i) Căn cứ và phương pháp xác định tiền lương, thù lao, thưởng của người quản lý và Kiểm soát viên; k) Trường hợp thành viên, cổ đông có quyền yêu cầu công ty mua lại phần vốn góp đối với công ty trách nhiệm hữu hạn hoặc cổ phần đối với công ty cổ phần; l) Nguyên tắc phân chia lợi nhuận sau thuế và xử lý lỗ trong kinh doanh; m) Trường hợp giải thể, trình tự giải thể và thủ tục thanh lý tài sản công ty; n) Thể thức sửa đổi, bổ sung Điều lệ công ty. 3. Điều lệ công ty khi đăng ký doanh nghiệp phải bao gồm họ, tên và chữ ký của những người sau đây: a) Thành viên hợp danh đối với công ty hợp danh; b) Chủ sở hữu công ty là cá nhân hoặc người đại diện theo pháp luật của chủ sở hữu công ty là tổ chức đối với công ty trách nhiệm hữu hạn một thành viên; c) Thành viên là cá nhân và người đại diện theo pháp luật hoặc người đại diện theo ủy quyền của thành viên là tổ chức đối với công ty trách nhiệm hữu hạn hai thành viên trở lên; d) Cổ đông sáng lập là cá nhân và người đại diện theo pháp luật hoặc người đại diện theo ủy quyền của cổ đông sáng lập là tổ chức đối với công ty cổ phần. 4. Điều lệ công ty được sửa đổi, bổ sung phải bao gồm họ, tên và chữ ký của những người sau đây: a) Chủ tịch Hội đồng thành viên đối với công ty hợp danh; b) Chủ sở hữu, người đại diện theo pháp luật của chủ sở hữu hoặc người đại diện theo pháp luật đối với công ty trách nhiệm hữu hạn một thành viên; c) Người đại diện theo pháp luật đối với công ty trách nhiệm hữu hạn hai thành viên trở lên và công ty cổ phần.",LUẬT DOANH NGHIỆP
